2024-01-18 14:49:18,213 INFO    StreamThr :13400 [internal.py:wandb_internal():86] W&B internal server running at pid: 13400, started at: 2024-01-18 14:49:18.211501
2024-01-18 14:49:18,219 DEBUG   HandlerThread:13400 [handler.py:handle_request():146] handle_request: status
2024-01-18 14:49:18,228 INFO    WriterThread:13400 [datastore.py:open_for_write():87] open: C:\Users\chine\Desktop\PythonScripts\yoloV7train\wandb\run-20240118_144918-hfx3bb0i\run-hfx3bb0i.wandb
2024-01-18 14:49:18,231 DEBUG   SenderThread:13400 [sender.py:send():382] send: header
2024-01-18 14:49:18,235 DEBUG   SenderThread:13400 [sender.py:send():382] send: run
2024-01-18 14:49:18,274 INFO    SenderThread:13400 [sender.py:_maybe_setup_resume():763] checking resume status for None/train-pgt-yolov7/hfx3bb0i
2024-01-18 14:49:18,827 INFO    SenderThread:13400 [dir_watcher.py:__init__():211] watching files in: C:\Users\chine\Desktop\PythonScripts\yoloV7train\wandb\run-20240118_144918-hfx3bb0i\files
2024-01-18 14:49:18,828 INFO    SenderThread:13400 [sender.py:_start_run_threads():1136] run started: hfx3bb0i with start time 1705607358.214969
2024-01-18 14:49:18,851 DEBUG   HandlerThread:13400 [handler.py:handle_request():146] handle_request: check_version
2024-01-18 14:49:18,852 DEBUG   SenderThread:13400 [sender.py:send_request():409] send_request: check_version
2024-01-18 14:49:19,251 DEBUG   HandlerThread:13400 [handler.py:handle_request():146] handle_request: run_start
2024-01-18 14:49:19,281 DEBUG   HandlerThread:13400 [system_info.py:__init__():27] System info init
2024-01-18 14:49:19,281 DEBUG   HandlerThread:13400 [system_info.py:__init__():42] System info init done
2024-01-18 14:49:19,282 INFO    HandlerThread:13400 [system_monitor.py:start():194] Starting system monitor
2024-01-18 14:49:19,283 INFO    HandlerThread:13400 [system_monitor.py:probe():214] Collecting system info
2024-01-18 14:49:19,283 INFO    SystemMonitor:13400 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-01-18 14:49:19,285 INFO    SystemMonitor:13400 [interfaces.py:start():190] Started cpu monitoring
2024-01-18 14:49:19,295 INFO    SystemMonitor:13400 [interfaces.py:start():190] Started disk monitoring
2024-01-18 14:49:19,306 DEBUG   HandlerThread:13400 [system_info.py:probe():151] Probing system
2024-01-18 14:49:19,306 INFO    SystemMonitor:13400 [interfaces.py:start():190] Started gpu monitoring
2024-01-18 14:49:19,308 INFO    SystemMonitor:13400 [interfaces.py:start():190] Started memory monitoring
2024-01-18 14:49:19,331 INFO    SystemMonitor:13400 [interfaces.py:start():190] Started network monitoring
2024-01-18 14:49:19,343 DEBUG   HandlerThread:13400 [system_info.py:_probe_git():136] Probing git
2024-01-18 14:49:19,387 DEBUG   HandlerThread:13400 [system_info.py:_probe_git():144] Probing git done
2024-01-18 14:49:19,387 DEBUG   HandlerThread:13400 [system_info.py:probe():199] Probing system done
2024-01-18 14:49:19,387 DEBUG   HandlerThread:13400 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.11.7', 'heartbeatAt': '2024-01-18T19:49:19.306556', 'startedAt': '2024-01-18T19:49:18.196800', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'C:\\Users\\chine\\Desktop\\PythonScripts\\yoloV7train\\train.py', 'codePathLocal': 'train.py', 'codePath': 'Desktop\\PythonScripts\\yoloV7train\\train.py', 'git': {'remote': None, 'commit': None}, 'email': '75408516+IkeAny@users.noreply.github.com', 'root': 'C:/Users/chine', 'host': 'DaveIS', 'username': 'chine', 'executable': 'C:\\Users\\chine\\anaconda3\\envs\\clinicenv\\python.exe', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 3201.0, 'min': 0.0, 'max': 3201.0}, 'cpu_freq_per_core': [{'current': 3201.0, 'min': 0.0, 'max': 3201.0}], 'disk': {'/': {'total': 1835.6621055603027, 'used': 855.0597229003906}}, 'gpu': 'NVIDIA GeForce RTX 4050 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4050 Laptop GPU', 'memory_total': 6439305216}], 'memory': {'total': 47.24519348144531}}
2024-01-18 14:49:19,387 INFO    HandlerThread:13400 [system_monitor.py:probe():224] Finished collecting system info
2024-01-18 14:49:19,388 INFO    HandlerThread:13400 [system_monitor.py:probe():227] Publishing system info
2024-01-18 14:49:19,388 DEBUG   HandlerThread:13400 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
