2024-01-18 14:46:41,456 INFO    StreamThr :13500 [internal.py:wandb_internal():86] W&B internal server running at pid: 13500, started at: 2024-01-18 14:46:41.455063
2024-01-18 14:46:41,461 DEBUG   HandlerThread:13500 [handler.py:handle_request():146] handle_request: status
2024-01-18 14:46:41,468 INFO    WriterThread:13500 [datastore.py:open_for_write():87] open: C:\Users\chine\Desktop\PythonScripts\yoloV7train\wandb\run-20240118_144641-x48py2xw\run-x48py2xw.wandb
2024-01-18 14:46:41,470 DEBUG   SenderThread:13500 [sender.py:send():382] send: header
2024-01-18 14:46:41,473 DEBUG   SenderThread:13500 [sender.py:send():382] send: run
2024-01-18 14:46:41,508 INFO    SenderThread:13500 [sender.py:_maybe_setup_resume():763] checking resume status for None/train-pgt-yolov7/x48py2xw
2024-01-18 14:46:44,373 INFO    SenderThread:13500 [dir_watcher.py:__init__():211] watching files in: C:\Users\chine\Desktop\PythonScripts\yoloV7train\wandb\run-20240118_144641-x48py2xw\files
2024-01-18 14:46:44,374 INFO    SenderThread:13500 [sender.py:_start_run_threads():1136] run started: x48py2xw with start time 1705607201.4579
2024-01-18 14:46:44,388 DEBUG   HandlerThread:13500 [handler.py:handle_request():146] handle_request: check_version
2024-01-18 14:46:44,389 DEBUG   SenderThread:13500 [sender.py:send_request():409] send_request: check_version
2024-01-18 14:46:44,735 DEBUG   HandlerThread:13500 [handler.py:handle_request():146] handle_request: run_start
2024-01-18 14:46:44,761 DEBUG   HandlerThread:13500 [system_info.py:__init__():27] System info init
2024-01-18 14:46:44,761 DEBUG   HandlerThread:13500 [system_info.py:__init__():42] System info init done
2024-01-18 14:46:44,761 INFO    HandlerThread:13500 [system_monitor.py:start():194] Starting system monitor
2024-01-18 14:46:44,762 INFO    HandlerThread:13500 [system_monitor.py:probe():214] Collecting system info
2024-01-18 14:46:44,763 INFO    SystemMonitor:13500 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-01-18 14:46:44,764 INFO    SystemMonitor:13500 [interfaces.py:start():190] Started cpu monitoring
2024-01-18 14:46:44,773 INFO    SystemMonitor:13500 [interfaces.py:start():190] Started disk monitoring
2024-01-18 14:46:44,775 INFO    SystemMonitor:13500 [interfaces.py:start():190] Started gpu monitoring
2024-01-18 14:46:44,781 DEBUG   HandlerThread:13500 [system_info.py:probe():151] Probing system
2024-01-18 14:46:44,783 INFO    SystemMonitor:13500 [interfaces.py:start():190] Started memory monitoring
2024-01-18 14:46:44,797 INFO    SystemMonitor:13500 [interfaces.py:start():190] Started network monitoring
2024-01-18 14:46:44,811 DEBUG   HandlerThread:13500 [system_info.py:_probe_git():136] Probing git
2024-01-18 14:46:44,854 DEBUG   HandlerThread:13500 [system_info.py:_probe_git():144] Probing git done
2024-01-18 14:46:44,854 DEBUG   HandlerThread:13500 [system_info.py:probe():199] Probing system done
